timestamp,datetime,total_buy_qty,total_sell_qty,ltp,open,high,low,close,volume,change_percent,top_bid,top_ask,mid_price,spread,spread_bps,bid_drift,ask_drift,flow_imbalance,bid_volatility,ask_volatility,price_pressure
1748943708,2025-06-03 15:11:48,425850,1486875,24677,24835,24929,24631,24826.3,7140975,-0.6,24675.1,24677.5,24676.3,2.400000000001455,0.972593135924533,-1050.0,6112.5,-7162.5,0,0,-71625000.0
1748943710,2025-06-03 15:11:50,416400,1485375,24672,24835,24929,24631,24826.3,7143075,-0.62,24674,24675.3,24674.65,1.2999999999992724,0.5268565106290353,-4725.0,-750.0,-3975.0,0,0,-39750000.0
1748943712,2025-06-03 15:11:52,429225,1467075,24676.6,24835,24929,24631,24826.3,7144050,-0.6,24672,24676.3,24674.15,4.299999999999272,1.7427145413314227,6412.5,-9150.0,15562.5,0,0,155625000.0
1748943714,2025-06-03 15:11:54,427050,1484100,24676,24835,24929,24631,24826.3,7144275,-0.61,24676,24677,24676.5,1,0.40524385549004116,-1087.5,8512.5,-9600.0,8104.339115560257,13730.582880926797,-0.4396626632134635
1748943716,2025-06-03 15:11:56,431550,1487700,24676,24835,24929,24631,24826.3,7144800,-0.61,24676,24677,24676.5,1,0.40524385549004116,2250.0,1800.0,450.0,8225.58888469391,12646.941020954435,0.021559437206616773
1748943718,2025-06-03 15:11:58,431025,1485900,24672,24835,24929,24631,24826.3,7145325,-0.62,24672,24675.5,24673.75,3.5,1.4185115760676832,-262.5,-900.0,637.5,5836.613289185776,12657.72213660499,0.03447001375696855
1748943720,2025-06-03 15:12:00,404700,1469475,24672.1,24835,24929,24631,24826.3,7145625,-0.62,24672.1,24675.5,24673.8,3.400000000001455,1.37797988149432,-13162.5,-8212.5,-4950.0,11915.252502045436,11983.230470119483,-0.20712611696117952
1748943723,2025-06-03 15:12:03,433125,1485525,24677,24835,24929,24631,24826.3,7146000,-0.6,24672.9,24677,24674.95,4.099999999998545,1.661604177515474,9475.0,5350.0,4125.0,19444.057374619628,11651.989838113488,0.1326535156868927
1748943725,2025-06-03 15:12:05,431250,1482150,24675.5,24835,24929,24631,24826.3,7146225,-0.61,24675.5,24677,24676.25,1.5,0.6078719416442936,-937.5,-1687.5,750.0,19395.58583801995,11557.607072833027,0.02423013353540072
1748943727,2025-06-03 15:12:07,431775,1476075,24675.5,24835,24929,24631,24826.3,7146225,-0.61,24675.5,24677,24676.25,1.5,0.6078719416442936,262.5,-3037.5,3300.0,19394.82453516917,11742.515901096323,0.10598207628414855
1748943729,2025-06-03 15:12:09,429150,1490100,24674.1,24835,24929,24631,24826.3,7147350,-0.61,24672.1,24674.1,24673.1,2.0,0.8105993977246476,-1312.5,7012.5,-8325.0,12934.564884448182,9953.036204470473,-0.3637340554514146
1748943731,2025-06-03 15:12:11,429600,1504650,24672.1,24835,24929,24631,24826.3,7147950,-0.62,24672.1,24677,24674.55,4.900000000001455,1.9858518189800647,225.0,7275.0,-7050.0,1394.450496611479,9555.861666406647,-0.6438172565918115
