timestamp,datetime,total_buy_qty,total_sell_qty,ltp,open,high,low,close,volume,change_percent,top_bid,top_ask,mid_price,spread,spread_bps,bid_drift,ask_drift,flow_imbalance,bid_volatility,ask_volatility,price_pressure
1748943636,2025-06-03 15:10:36,438975,1462950,24681.8,24835,24929,24631,24826.3,7128075,-0.58,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0,0,0.0
1748943636,2025-06-03 15:10:36,438975,1462950,24681.8,24835,24929,24631,24826.3,7128075,-0.58,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0,0,0.0
1748943636,2025-06-03 15:10:36,438975,1462950,24681.8,24835,24929,24631,24826.3,7128075,-0.58,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0,0,0.0
1748943636,2025-06-03 15:10:36,438975,1462950,24683,24835,24929,24631,24826.3,7128075,-0.58,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943636,2025-06-03 15:10:36,438975,1462950,24683,24835,24929,24631,24826.3,7128075,-0.58,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943636,2025-06-03 15:10:36,438975,1462950,24678.7,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943637,2025-06-03 15:10:37,438975,1462950,24678.7,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943637,2025-06-03 15:10:37,438975,1462950,24678.7,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943637,2025-06-03 15:10:37,438975,1462950,24678.7,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943637,2025-06-03 15:10:37,438975,1462950,24678.7,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943637,2025-06-03 15:10:37,438975,1462950,24680.8,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
1748943637,2025-06-03 15:10:37,438975,1462950,24680.8,24835,24929,24631,24826.3,7128075,-0.59,24677.4,24682.3,24679.85,4.899999999997817,1.985425357122437,0.0,0.0,0.0,0.0,0.0,0.0
